id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
5519;1718;5238;1608;763;2867;1;2
5520;4;4031;1899;964;1168;1;2
5521;1898;4571;2340;2062;169;1;2
5522;1309;3506;2278;501;727;1;2
5523;1721;3311;292;1936;1083;1;2
5524;2553;5857;2654;1780;1423;1;2
5525;2137;3927;2070;679;1178;1;2
5526;1120;4057;549;2768;740;1;2
5527;1787;5271;2036;2024;1211;1;2
5528;2821;1944;1041;604;299;1;2
5529;2199;4044;453;2434;1157;1;2
5530;949;3233;1234;381;1618;1;2
5531;2227;4482;658;897;2927;1;2
5532;676;4559;1254;1290;2015;1;2
5533;1547;1656;661;711;284;1;2
5534;1831;2812;85;1639;1088;1;2
5535;35;6138;407;2877;2854;1;2
5536;2506;4063;1149;258;2656;1;2
5537;2128;3573;2172;916;485;1;2
5538;1343;3440;1560;530;1350;1;2
5539;1179;3414;1140;200;2074;1;2
5540;2120;4091;2286;1675;130;1;2
5541;1726;6787;2655;1849;2283;1;2
5542;63;3953;722;2103;1128;1;2
5543;2267;6307;2967;2457;883;1;2
5544;2351;3831;1338;1522;971;1;2
5545;1106;4475;1094;1957;1424;1;2
5546;2894;1960;511;874;575;1;2
5547;1809;4462;1437;791;2234;1;2
5548;2728;6352;804;2560;2988;1;2
5549;1434;3466;678;671;2117;1;2
5550;1317;4603;1541;826;2236;1;2
5551;2285;4097;2467;1611;19;1;2
5552;2376;3942;224;2665;1053;1;2
5553;474;2346;794;317;1235;1;2
5554;1555;1426;346;978;102;1;2
5555;61;3428;617;1199;1612;1;2
5556;475;7031;1850;2570;2611;1;2
5557;2278;1153;354;309;490;1;2
5558;1017;4520;541;1419;2560;1;2
5559;1778;2664;353;1826;485;1;2
5560;2109;3843;2772;605;466;1;2
5561;20;3322;1462;1525;335;1;2
5562;2329;2219;581;785;853;1;2
5563;2628;5701;2933;2560;208;1;2
5564;433;6527;2405;2750;1372;1;2
5565;1366;6123;2750;2715;658;1;2
5566;1810;4231;2205;1633;393;1;2
5567;2068;7196;2916;1847;2433;1;2
5568;694;2454;467;584;1403;1;2
5569;1826;2509;1336;446;727;1;2
5570;1434;5438;1361;2359;1718;1;2
5571;1426;3692;2709;848;135;1;2
5572;2036;5014;2995;1191;828;1;2
5573;1908;6035;1884;1575;2576;1;2
5574;2009;5697;2607;2944;146;1;2
5575;1663;5252;2106;1655;1491;1;2
5576;2741;1975;675;840;460;1;2
5577;2382;4383;1692;906;1785;1;2
5578;1444;2894;2233;564;97;1;2
5579;819;6981;2770;2725;1486;1;2
5580;376;7802;1986;2962;2854;1;2
5581;2775;5262;1424;1031;2807;1;2
5582;165;5468;1621;1325;2522;1;2
5583;930;5454;1434;2044;1976;1;2
5584;85;5624;2755;633;2236;1;2
5585;1084;3739;722;956;2061;1;2
5586;330;2639;326;593;1720;1;2
5587;2982;1822;107;569;1146;1;2
5588;2777;6197;2650;1028;2519;1;2
5589;2158;6658;1666;2574;2418;1;2
5590;1356;2701;572;747;1382;1;2
5591;652;3929;1194;403;2332;1;2
5592;855;6670;2775;2480;1415;1;2
5593;975;6740;1956;2484;2300;1;2
5594;2214;4786;666;2151;1969;1;2
5595;943;3882;757;1904;1221;1;2
5596;671;2218;222;1982;14;1;2
5597;295;4903;628;2574;1701;1;2
5598;1420;1056;280;678;98;1;2
5599;1172;4721;365;2775;1581;1;2
5600;350;2968;925;1965;78;1;2
5601;1786;6244;2636;2299;1309;1;2
5602;599;6442;2578;1147;2717;1;2
5603;822;1142;128;210;804;1;2
5604;796;5597;1833;2436;1328;1;2
5605;2115;3634;825;549;2260;1;2
5606;1498;4036;1824;1676;536;1;2
5607;2821;3720;2390;661;669;1;2
5608;237;2373;113;614;1646;1;2
5609;648;4899;839;2517;1543;1;2
5610;1414;3740;2800;291;649;1;2
5611;9;2253;76;23;2154;1;2
5612;1823;4876;2208;2611;57;1;2
5613;1288;5179;1758;1139;2282;1;2
5614;693;4709;2618;743;1348;1;2
5615;2693;1083;227;770;86;1;2
5616;2715;4066;135;2167;1764;1;2
5617;993;5332;1366;2164;1802;1;2
5618;1273;1879;875;274;730;1;2
5619;1730;4627;1573;1272;1782;1;2
5620;2533;2682;1416;91;1175;1;2
5621;473;1196;194;189;813;1;2
5622;31;1033;341;34;658;1;2
5623;1675;5192;2171;2196;825;1;2
5624;2159;2982;662;418;1902;1;2
5625;2013;3378;910;1058;1410;1;2
5626;1664;6999;1897;2151;2951;1;2
5627;908;2330;1297;584;449;1;2
5628;710;4256;679;1072;2505;1;2
5629;2445;6183;1583;2373;2227;1;2
5630;691;4880;858;2442;1580;1;2
5631;960;4334;2083;513;1738;1;2
5632;92;3302;919;922;1461;1;2
5633;372;5343;1810;1102;2431;1;2
5634;1640;1228;809;310;109;1;2
5635;2548;4974;1720;789;2465;1;2
5636;540;3101;1425;807;869;1;2
5637;592;3356;482;2047;827;1;2
5638;2194;2049;1151;740;158;1;2
5639;170;4993;2321;1409;1263;1;2
5640;291;2560;376;1853;331;1;2
5641;1714;4117;2321;162;1634;1;2
5642;103;5267;1251;2612;1404;1;2
5643;13;2428;207;1741;480;1;2
5644;2414;5083;410;2182;2491;1;2
5645;2102;2217;1550;609;58;1;2
5646;944;6482;1286;2469;2727;1;2
5647;2683;3479;475;1268;1736;1;2
5648;2777;4545;428;2891;1226;1;2
5649;866;5540;473;2155;2912;1;2
5650;2788;6134;1214;2585;2335;1;2
5651;2532;2857;34;1083;1740;1;2
5652;1442;5201;2197;2731;273;1;2
5653;675;6086;2047;2369;1670;1;2
5654;1781;7029;2780;1997;2252;1;2
5655;1284;5360;753;2055;2552;1;2
5656;844;2910;1793;808;309;1;2
5657;1545;4726;1024;2388;1314;1;2
5658;2349;4177;1342;2786;49;1;2
5659;2184;3531;1480;315;1736;1;2
5660;2080;2496;1154;1128;214;1;2
5661;2230;3479;561;89;2829;1;2
5662;1001;5442;2141;2088;1213;1;2
5663;2687;2938;1592;691;655;1;2
5664;2108;3983;2778;308;897;1;2
5665;197;3341;605;295;2441;1;2
5666;307;2938;1764;404;770;1;2
5667;907;6880;1705;2223;2952;1;2
5668;395;5910;1256;1911;2743;1;2
5669;2661;5688;2993;2552;143;1;2
5670;2170;5911;1804;2520;1587;1;2
5671;813;3437;823;2312;302;1;2
5672;2293;6266;2095;1705;2466;1;2
5673;1480;2010;473;92;1445;1;2
5674;2729;6151;2357;1974;1820;1;2
5675;684;6876;2578;2772;1526;1;2
5676;1616;3596;768;1092;1736;1;2
5677;203;2857;1382;347;1128;1;2
5678;2271;3855;828;947;2080;1;2
5679;325;2068;82;1878;108;1;2
5680;1523;5689;2629;2992;68;1;2
5681;876;4120;1778;752;1590;1;2
5682;2262;6999;2595;2227;2177;1;2
5683;2824;6044;2513;1827;1704;1;2
5684;1965;5078;2396;468;2214;1;2
5685;2832;4839;913;2195;1731;1;2
5686;2756;2069;238;120;1711;1;2
5687;76;3014;431;2045;538;1;2
5688;1877;1888;1397;487;4;1;2
5689;2813;2956;1748;492;716;1;2
5690;138;5179;1271;2335;1573;1;2
5691;1284;3162;1176;1140;846;1;2
5692;1079;2947;1749;572;626;1;2
5693;1219;5288;1797;2862;629;1;2
5694;417;7057;2613;2379;2065;1;2
5695;1387;3328;581;1247;1500;1;2
5696;2815;5039;526;2274;2239;1;2
5697;1150;3818;72;1161;2585;1;2
5698;1225;5348;1540;1317;2491;1;2
5699;242;2028;733;276;1019;1;2
5700;2791;6946;2626;2719;1601;1;2
5701;1144;5030;1777;1897;1356;1;2
5702;2748;3887;1235;764;1888;1;2
5703;1025;5808;2219;1300;2289;1;2
5704;1597;7914;2729;2230;2955;1;2
5705;2655;2145;195;1729;221;1;2
5706;1271;5205;3000;868;1337;1;2
5707;2163;4544;1230;1763;1551;1;2
5708;246;1341;826;216;299;1;2
5709;1463;7797;2627;2602;2568;1;2
5710;171;5009;2734;224;2051;1;2
5711;2813;6493;2175;2690;1628;1;2
5712;531;4193;930;1210;2053;1;2
5713;1497;4987;1495;1408;2084;1;2
5714;688;4977;1249;1304;2424;1;2
5715;560;7734;2791;2577;2366;1;2
5716;143;6991;2106;2300;2585;1;2
5717;1362;2864;104;627;2133;1;2
5718;214;6649;2935;1253;2461;1;2
5719;2862;3174;330;1851;993;1;2
5720;256;4268;2619;1209;440;1;2
5721;1353;4742;439;2846;1457;1;2
5722;298;2612;188;884;1540;1;2
5723;340;4568;1676;2026;866;1;2
5724;469;5191;444;2770;1977;1;2
5725;605;6068;2300;1292;2476;1;2
5726;2556;4969;1888;550;2531;1;2
5727;508;3316;502;2353;461;1;2
5728;2021;4072;2354;305;1413;1;2
5729;744;2251;394;191;1666;1;2
5730;1851;2250;1150;229;871;1;2
5731;2912;4740;845;1530;2365;1;2
5732;1235;2670;268;1961;441;1;2
5733;2001;4240;1909;724;1607;1;2
5734;303;2827;108;683;2036;1;2
5735;2342;6498;1649;2249;2600;1;2
5736;2271;4646;1869;230;2547;1;2
5737;848;4361;1181;1205;1975;1;2
5738;2032;3862;42;1086;2734;1;2
5739;393;4153;564;1830;1759;1;2
5740;1460;4702;1318;1476;1908;1;2
5741;2941;1923;367;1045;511;1;2
5742;344;3861;2706;799;356;1;2
5743;2418;4628;644;2969;1015;1;2
5744;2482;4477;1350;148;2979;1;2
5745;2916;4813;1018;1885;1910;1;2
5746;2879;6570;2131;1770;2669;1;2
5747;2781;2140;1272;147;721;1;2
5748;2372;3077;480;1583;1014;1;2
5749;2779;6205;2769;2655;781;1;2
5750;1157;4443;1297;625;2521;1;2
5751;828;4422;1833;308;2281;1;2
5752;682;2814;2218;518;78;1;2
5753;857;2818;870;1471;477;1;2
5754;2090;5839;1083;1772;2984;1;2
5755;1774;3086;1694;617;775;1;2
5756;534;3327;1469;855;1003;1;2
5757;2721;5426;1424;2398;1604;1;2
5758;2984;4674;303;2503;1868;1;2
5759;2754;5932;1230;2804;1898;1;2
5760;526;6531;2728;1852;1951;1;2
5761;2928;1510;777;185;548;1;2
5762;1654;2592;500;820;1272;1;2
5763;437;5314;174;2548;2592;1;2
5764;2927;4349;2479;1655;215;1;2
5765;1335;6195;2552;2798;845;1;2
5766;2311;4593;1025;1735;1833;1;2
5767;2507;3731;403;2814;514;1;2
5768;1384;4258;1354;1814;1090;1;2
5769;2288;5165;1838;629;2698;1;2
5770;1196;3284;2515;484;285;1;2
5771;1117;2840;1387;844;609;1;2
5772;895;4391;1300;1836;1255;1;2
5773;2304;7007;2466;2549;1992;1;2
5774;2678;2357;748;972;637;1;2
5775;1209;6133;2172;1027;2934;1;2
5776;564;5308;2277;373;2658;1;2
5777;1998;4640;1510;1705;1425;1;2
5778;1476;5443;2278;2889;276;1;2
5779;145;3013;472;348;2193;1;2
5780;2337;4374;2678;919;777;1;2
5781;2820;3209;684;956;1569;1;2
5782;2521;4709;2300;897;1512;1;2
5783;660;4160;2472;607;1081;1;2
5784;2247;7722;1974;2835;2913;1;2
5785;1060;6787;2426;2185;2176;1;2
5786;686;5624;2687;2677;260;1;2
5787;2511;2261;317;1672;272;1;2
5788;110;4681;1512;1435;1734;1;2
5789;427;5287;253;2270;2764;1;2
5790;2354;2273;1075;1069;129;1;2
5791;2043;6616;2214;2320;2082;1;2
5792;2077;3690;695;1577;1418;1;2
5793;2697;5605;2975;1173;1457;1;2
5794;2579;2919;931;47;1941;1;2
5795;1515;6372;1876;2236;2260;1;2
5796;857;4520;2412;1927;181;1;2
5797;2233;6636;1633;2440;2563;1;2
5798;2463;3956;313;1466;2177;1;2
5799;686;1860;1301;425;134;1;2
5800;2686;5043;698;2445;1900;1;2
5801;2619;3092;73;88;2931;1;2
5802;1987;4956;2569;973;1414;1;2
5803;2891;4987;784;2800;1403;1;2
5804;2915;3275;2119;56;1100;1;2
5805;1273;5023;711;1812;2500;1;2
5806;716;1833;1373;121;339;1;2
5807;870;2863;49;863;1951;1;2
5808;520;5817;2742;915;2160;1;2
5809;2608;5037;2214;1217;1606;1;2
5810;287;6974;2595;2466;1913;1;2
5811;2141;5164;2227;1230;1707;1;2
5812;2706;5054;413;2987;1654;1;2
5813;1682;4720;1962;992;1766;1;2
5814;2384;4489;2115;730;1644;1;2
5815;2219;3522;1244;1320;958;1;2
5816;639;2754;656;1138;960;1;2
5817;1983;4767;639;2552;1576;1;2
5818;2438;4683;2173;1257;1253;1;2
5819;306;5484;788;2797;1899;1;2
5820;452;5640;2348;2474;818;1;2
5821;1852;3190;2764;424;2;1;2
5822;1430;4515;1524;71;2920;1;2
5823;1297;4118;623;1228;2267;1;2
5824;2533;2027;28;1917;82;1;2
5825;172;4338;73;2922;1343;1;2
5826;2249;5700;1516;2882;1302;1;2
5827;2938;3754;1285;1497;972;1;2
5828;2281;6289;2641;2314;1334;1;2
5829;2176;3365;1286;1338;741;1;2
5830;1238;3533;1295;1923;315;1;2
5831;823;3363;174;2715;474;1;2
5832;1172;7346;2197;2681;2468;1;2
5833;1153;6055;1194;2364;2497;1;2
5834;2270;5179;53;2309;2817;1;2
5835;323;4778;1721;83;2974;1;2
5836;2304;3341;988;715;1638;1;2
5837;1824;4603;2239;305;2059;1;2
5838;362;3238;841;437;1960;1;2
5839;1235;6650;2880;2491;1279;1;2
5840;156;4655;1575;561;2519;1;2
5841;2083;3649;2718;91;840;1;2
5842;1135;4397;1160;1133;2104;1;2
5843;1498;5132;1619;795;2718;1;2
5844;1970;5892;261;2650;2981;1;2
5845;2081;4345;2890;954;501;1;2
5846;2193;4167;2794;1109;264;1;2
5847;464;4885;1772;2852;261;1;2
5848;1239;5474;1737;1551;2186;1;2
5849;2488;2552;97;2058;397;1;2
5850;1360;2224;47;1618;559;1;2
5851;2663;831;564;77;190;1;2
5852;2195;4291;1889;1961;441;1;2
5853;2656;4481;60;2280;2141;1;2
5854;2680;6779;2978;838;2963;1;2
5855;2329;2123;1028;79;1016;1;2
5856;2338;3952;268;2162;1522;1;2
5857;833;5458;2053;1850;1555;1;2
5858;151;4067;1222;2409;436;1;2
5859;2592;2465;1078;145;1242;1;2
5860;202;4114;2743;244;1127;1;2
5861;1019;4207;1932;1625;650;1;2
5862;1247;3210;1569;864;777;1;2
5863;2680;4003;1119;1464;1420;1;2
5864;1744;6420;2186;1705;2529;1;2
5865;1770;6810;2367;2522;1921;1;2
5866;1677;5128;1893;2129;1106;1;2
5867;2796;5273;704;2631;1938;1;2
5868;763;4792;1208;837;2747;1;2
5869;804;5418;1432;1482;2504;1;2
5870;727;4791;241;2631;1919;1;2
5871;1675;4516;1763;2464;289;1;2
5872;129;5053;2723;2105;225;1;2
5873;380;3535;1310;323;1902;1;2
5874;1439;7750;2834;2560;2356;1;2
5875;2494;5306;1216;1200;2890;1;2
5876;2425;6133;1477;1940;2716;1;2
5877;911;2651;1187;604;860;1;2
5878;2019;5333;545;2553;2235;1;2
5879;1568;1761;227;196;1338;1;2
5880;584;287;57;196;34;1;2
5881;2552;4467;71;2698;1698;1;2
5882;419;4790;2949;800;1041;1;2
5883;95;6537;2646;1923;1968;1;2
5884;747;8554;2974;2752;2828;1;2
5885;174;4328;2741;239;1348;1;2
5886;2813;6733;1437;2377;2919;1;2
5887;812;6151;1534;2142;2475;1;2
5888;1278;4584;1440;538;2606;1;2
5889;2655;3736;2042;607;1087;1;2
5890;2807;4348;2442;745;1161;1;2
5891;1717;2335;338;1199;798;1;2
5892;979;4568;370;1701;2497;1;2
5893;1952;5304;1558;1899;1847;1;2
5894;757;3728;1770;1056;902;1;2
5895;1979;6542;2668;2230;1644;1;2
5896;2301;5112;2542;1511;1059;1;2
5897;397;5083;1926;1765;1392;1;2
5898;2090;4606;1531;1711;1364;1;2
5899;1587;4348;1764;2279;305;1;2
5900;2877;6593;2323;2187;2083;1;2
5901;1795;3898;1402;273;2223;1;2
5902;2791;1751;526;1065;160;1;2
5903;2620;7111;2743;2010;2358;1;2
5904;2906;5238;1358;1726;2154;1;2
5905;2708;4635;741;1062;2832;1;2
5906;137;4716;2276;1778;662;1;2
5907;373;3681;392;2752;537;1;2
5908;2513;6639;2827;916;2896;1;2
5909;1181;3769;752;2926;91;1;2
5910;1497;4949;1193;2787;969;1;2
5911;1093;6250;2028;2851;1371;1;2
5912;1676;3347;181;1566;1600;1;2
5913;2108;3930;599;336;2995;1;2
5914;60;3838;2313;1135;390;1;2
5915;1321;3567;893;1463;1211;1;2
5916;176;3685;123;2861;701;1;2
5917;1992;6549;2316;2911;1322;1;2
5918;1727;2749;1116;557;1076;1;2
5919;1559;3347;122;1739;1486;1;2
5920;620;4872;1150;2729;993;1;2
5921;2675;4098;1565;921;1612;1;2
5922;2455;5502;2464;704;2334;1;2
5923;1076;5576;187;2430;2959;1;2
5924;279;4391;938;2699;754;1;2
5925;2213;5989;2799;2102;1088;1;2
5926;1694;5656;2582;142;2932;1;2
5927;1721;1893;1590;54;249;1;2
5928;1187;5914;2280;2868;766;1;2
5929;808;5693;1636;2300;1757;1;2
5930;1427;6768;2874;1161;2733;1;2
5931;846;2867;1311;795;761;1;2
5932;558;5449;2450;704;2295;1;2
5933;1138;4980;469;2603;1908;1;2
5934;1391;1716;574;333;809;1;2
5935;2675;3960;2816;939;205;1;2
5936;2741;3225;589;24;2612;1;2
5937;487;4135;1948;1212;975;1;2
5938;678;4060;380;864;2816;1;2
5939;1456;4231;645;838;2748;1;2
5940;2118;4626;2510;970;1146;1;2
5941;2327;6405;2330;2920;1155;1;2
5942;1705;3820;2115;733;972;1;2
5943;799;4767;681;1315;2771;1;2
5944;1987;5034;2928;599;1507;1;2
5945;828;3269;139;2180;950;1;2
5946;266;6004;2500;2898;606;1;2
5947;431;5915;1568;1786;2561;1;2
5948;2182;3478;1171;1284;1023;1;2
5949;1455;3495;1546;1628;321;1;2
5950;418;4539;2594;1561;384;1;2
5951;2669;6202;2301;2035;1866;1;2
5952;2387;2902;1492;1009;401;1;2
5953;882;5148;2566;2400;182;1;2
5954;1665;4321;2200;712;1409;1;2
5955;479;2157;4;492;1661;1;2
5956;262;5072;1722;1545;1805;1;2
5957;382;5040;1301;2941;798;1;2
5958;2861;5414;1964;1986;1464;1;2
5959;2590;7067;2497;2929;1641;1;2
5960;2428;4895;1021;1390;2484;1;2
5961;1938;4619;1089;1642;1888;1;2
5962;1777;3322;7;2749;566;1;2
5963;1746;4745;1984;484;2277;1;2
5964;828;6467;2646;1264;2557;1;2
5965;1195;6349;2895;2950;504;1;2
5966;2042;4121;697;2857;567;1;2
5967;2219;5398;1664;1890;1844;1;2
5968;1804;7820;2667;2356;2797;1;2
5969;1617;4079;1807;1893;379;1;2
5970;1781;5528;2216;1942;1370;1;2
5971;2362;3326;1386;1290;650;1;2
5972;935;6620;2095;2990;1535;1;2
5973;789;3880;1464;629;1787;1;2
5974;1076;4996;2335;1038;1623;1;2
5975;2415;5531;2987;1729;815;1;2
5976;2310;3324;2984;284;56;1;2
5977;2796;2594;1296;19;1279;1;2
5978;235;3167;463;2477;227;1;2
5979;1558;5166;2469;2547;150;1;2
5980;114;3271;80;829;2362;1;2
5981;1655;4548;2476;1096;976;1;2
5982;1024;4164;720;537;2907;1;2
5983;2678;5540;2031;2398;1111;1;2
5984;397;4147;1657;2376;114;1;2
5985;1599;3339;871;1888;580;1;2
5986;281;1265;678;432;155;1;2
5987;874;4125;801;1133;2191;1;2
5988;906;5563;2249;620;2694;1;2
5989;2759;3920;1217;455;2248;1;2
5990;164;4423;2751;819;853;1;2
5991;993;4564;1601;735;2228;1;2
5992;2975;4057;1789;6;2262;1;2
5993;1845;2150;996;1042;112;1;2
5994;747;6409;2628;1160;2621;1;2
5995;22;5297;1501;1613;2183;1;2
5996;101;2656;305;435;1916;1;2
5997;1569;4107;133;2042;1932;1;2
5998;364;5455;2456;2303;696;1;2
5999;1714;4516;2006;2218;292;1;2
6000;2670;4670;1217;1435;2018;1;2
6001;1187;6195;1296;2826;2073;1;2
6002;1904;5098;1941;2946;211;1;2
6003;2805;3115;1050;1542;523;1;2
6004;1210;4233;1314;2841;78;1;2
6005;821;4760;2341;802;1617;1;2
6006;336;3494;754;2208;532;1;2
6007;937;5479;1127;2289;2063;1;2
6008;2788;6732;2424;2423;1885;1;2
6009;2762;3693;1898;810;985;1;2
6010;616;4223;2048;993;1182;1;2
6011;876;5057;1491;2245;1321;1;2
6012;2948;3242;1225;24;1993;1;2
6013;2512;5632;1623;1373;2636;1;2
6014;2669;5628;1052;2292;2284;1;2
6015;815;6152;2432;1027;2693;1;2
6016;2938;3877;54;2968;855;1;2
6017;503;3264;2880;27;357;1;2
6018;1887;4872;1299;2403;1170;1;2
6019;2482;7114;2579;1716;2819;1;2
6020;2734;4833;1066;1004;2763;1;2
6021;724;7503;2733;2070;2700;1;2
6022;2869;3430;1250;701;1479;1;2
6023;2369;3953;521;1412;2020;1;2
6024;34;4639;2949;1058;632;1;2
6025;2130;2730;464;1507;759;1;2
6026;2287;1048;314;144;590;1;2
6027;891;4991;353;2605;2033;1;2
6028;2168;2271;395;131;1745;1;2
6029;838;7173;1980;2577;2616;1;2
6030;2015;4872;1466;1171;2235;1;2
6031;2964;3931;988;1128;1815;1;2
6032;2608;5126;1457;2690;979;1;2
6033;1160;2890;1192;1138;560;1;2
6034;99;3081;1080;359;1642;1;2
6035;2050;3697;660;2242;795;1;2
6036;448;2664;52;1924;688;1;2
6037;1896;4867;1143;2393;1331;1;2
6038;2408;5462;530;2846;2086;1;2
6039;25;3381;431;1686;1264;1;2
6040;1772;3344;2199;1027;118;1;2
6041;2033;3640;1473;1591;576;1;2
6042;1079;5841;2332;2056;1453;1;2
6043;1458;6000;1493;1986;2521;1;2
6044;366;4094;276;1316;2502;1;2
6045;970;2748;231;2299;218;1;2
6046;476;4081;804;322;2955;1;2
6047;463;5773;659;2399;2715;1;2
6048;1903;3596;2056;917;623;1;2
6049;1668;5511;2340;927;2244;1;2
6050;986;2705;532;1794;379;1;2
6051;636;4056;1015;1318;1723;1;2
6052;2237;6571;2442;2160;1969;1;2
6053;833;6176;2921;1954;1301;1;2
6054;2596;7377;2997;1854;2526;1;2
6055;2297;4494;2526;677;1291;1;2
6056;770;6178;805;2894;2479;1;2
6057;770;2288;96;400;1792;1;2
6058;2005;5983;2458;1647;1878;1;2
6059;1114;3353;1653;1284;416;1;2
6060;1569;4226;663;882;2681;1;2
6061;2257;4794;1688;2311;795;1;2
6062;1385;3993;2400;983;610;1;2
6063;1806;5233;1906;1847;1480;1;2
6064;1486;4948;1208;1411;2329;1;2
6065;1360;4365;1481;1579;1305;1;2
6066;2787;5881;2916;1268;1697;1;2
6067;1877;4903;829;2339;1735;1;2
6068;2395;6533;2488;2599;1446;1;2
6069;939;7281;2524;2557;2200;1;2
6070;1010;5964;2160;1280;2524;1;2
6071;2699;3103;92;443;2568;1;2
6072;800;2791;1187;558;1046;1;2
6073;224;3081;1951;396;734;1;2
6074;338;4432;394;1387;2651;1;2
6075;1801;6075;2284;2107;1684;1;2
6076;831;3167;1749;404;1014;1;2
6077;580;3934;721;1531;1682;1;2
6078;1068;1985;1041;513;431;1;2
6079;1827;5868;1959;1164;2745;1;2
6080;2468;4286;1308;417;2561;1;2
6081;2775;3066;1306;1570;190;1;2
6082;2346;7772;2377;2695;2700;1;2
6083;1941;6271;2966;2419;886;1;2
6084;2383;4996;2488;1878;630;1;2
6085;2102;4924;834;2903;1187;1;2
6086;2329;6692;1151;2701;2840;1;2
6087;891;3698;1920;1119;659;1;2
6088;548;6377;2176;1603;2598;1;2
6089;2454;1427;1029;49;349;1;2
6090;2809;3007;1831;573;603;1;2
6091;1836;5609;2023;1259;2327;1;2
6092;1786;2117;601;862;654;1;2
6093;672;6385;2747;1912;1726;1;2
6094;1891;3476;51;2305;1120;1;2
6095;2981;5735;2207;2035;1493;1;2
6096;2139;7145;2453;2940;1752;1;2
6097;2723;3292;1391;1435;466;1;2
6098;2046;3277;287;686;2304;1;2
6099;2873;2975;836;1436;703;1;2
6100;2169;6013;1250;2631;2132;1;2
6101;945;1334;449;427;458;1;2
6102;429;5805;2288;555;2962;1;2
6103;2835;7882;2925;2709;2248;1;2
6104;718;5854;1967;1901;1986;1;2
6105;41;2267;109;2106;52;1;2
6106;9;3976;506;1039;2431;1;2
6107;2255;3131;74;2488;569;1;2
6108;686;3388;1668;1559;161;1;2
6109;1959;2771;419;1607;745;1;2
6110;1580;4874;639;1487;2748;1;2
6111;2053;6514;2519;2816;1179;1;2
6112;2918;3803;1242;337;2224;1;2
6113;2979;3436;2991;381;64;1;2
6114;2427;4538;1387;2884;267;1;2
6115;410;3999;988;2040;971;1;2
6116;2930;7063;2608;1789;2666;1;2
6117;652;4553;1568;1023;1962;1;2
6118;1468;5400;363;2447;2590;1;2
6119;43;6085;2347;1387;2351;1;2
6120;1864;4689;2855;1699;135;1;2
6121;2841;4100;737;1891;1472;1;2
6122;1391;6825;1411;2502;2912;1;2
6123;2135;2425;750;1534;141;1;2
6124;2982;5566;40;2735;2791;1;2
6125;325;3829;93;2270;1466;1;2
6126;2796;3907;1288;1888;731;1;2
6127;69;5145;2010;1140;1995;1;2
6128;1920;5092;69;2479;2544;1;2
6129;1606;5945;2987;2485;473;1;2
6130;1905;2771;448;52;2271;1;2
6131;584;2727;788;1587;352;1;2
6132;798;5076;2451;1037;1588;1;2
6133;2526;5580;2877;245;2458;1;2
6134;867;2509;214;1505;790;1;2
6135;1795;5072;1971;408;2693;1;2
6136;486;2619;65;10;2544;1;2
6137;611;4459;821;1004;2634;1;2
6138;11;7455;2576;2844;2035;1;2
6139;1537;4870;1713;2406;751;1;2
6140;1522;4341;145;2107;2089;1;2
6141;2048;6135;2525;817;2793;1;2
6142;129;3887;2894;737;256;1;2
6143;1843;6219;1789;1963;2467;1;2
6144;915;4464;954;2877;633;1;2
6145;562;4538;78;1562;2898;1;2
6146;2595;3335;2264;451;620;1;2
6147;757;6041;2243;1098;2700;1;2
6148;2194;4928;840;2853;1235;1;2
6149;2268;3665;1033;1807;825;1;2
6150;1821;6818;2217;1810;2791;1;2
6151;2009;1975;934;1029;12;1;2
6152;1487;6269;1888;1412;2969;1;2
6153;421;5808;2564;1114;2130;1;2
6154;1090;2463;424;116;1923;1;2
6155;1430;4517;37;2241;2239;1;2
6156;1051;5454;1600;2312;1542;1;2
6157;2293;1584;710;661;213;1;2
6158;1193;4607;2569;1906;132;1;2
6159;2734;3632;1099;1251;1282;1;2
6160;2594;5085;1824;1524;1737;1;2
6161;2383;4248;920;2469;859;1;2
6162;1551;3167;344;359;2464;1;2
6163;196;4861;1392;2139;1330;1;2
6164;736;4328;2499;88;1741;1;2
6165;2365;5116;395;1746;2975;1;2
6166;669;3735;531;668;2536;1;2
6167;587;3739;816;1748;1175;1;2
6168;1413;4160;1660;969;1531;1;2
6169;875;4651;2891;1489;271;1;2
6170;214;4160;1182;20;2958;1;2
6171;683;4346;2055;1576;715;1;2
6172;1579;6669;2566;2769;1334;1;2
6173;129;3169;314;439;2416;1;2
6174;1825;7450;2603;2096;2751;1;2
6175;2161;6871;2623;1279;2969;1;2
6176;1676;4916;2123;321;2472;1;2
6177;1290;6050;967;2765;2318;1;2
6178;2521;4721;1737;779;2205;1;2
6179;834;3952;381;592;2979;1;2
6180;2824;3255;1238;668;1349;1;2
6181;759;5147;2099;1966;1082;1;2
6182;1455;4340;1264;2533;543;1;2
6183;2722;6017;1699;2927;1391;1;2
6184;1898;6168;1664;2836;1668;1;2
6185;1980;6119;1540;1668;2911;1;2
6186;1982;4960;1617;381;2962;1;2
6187;1071;3180;1484;162;1534;1;2
6188;2481;6821;2335;2230;2256;1;2
6189;2055;2979;1771;247;961;1;2
6190;2152;5995;2752;629;2614;1;2
6191;780;5742;2398;1274;2070;1;2
6192;1585;1061;625;272;164;1;2
